employee_id,branch_id,department,role,hire_date,base_salary
1123,23,Sales,Manager,2020-08-20,586.93
1124,23,Finance,Specialist,2025-09-23,674.47
1125,23,IT,Specialist,2017-06-08,2257.77
1126,23,IT,Manager,2024-12-07,2973.13
1127,23,Marketing,Specialist,2020-06-09,2136.95
1128,23,Support,Supervisor,2015-02-12,1606.51
1129,23,Support,Senior Manager,2023-02-16,2827.91
1130,23,IT,Senior Manager,2019-08-20,1683.29
1131,23,IT,Associate,2018-08-03,718.57
1132,24,Finance,Associate,2016-03-09,825.28
1133,24,Operations,Manager,2017-04-17,3639.55
1134,24,Sales,Supervisor,2021-11-18,3571.27
1135,24,Support,Supervisor,2021-08-24,2609.69
1136,24,Finance,Specialist,2016-01-28,3136.66
1137,24,Marketing,Senior Manager,2025-06-14,2388.66
1138,24,IT,Supervisor,2022-10-22,2784.49
1139,24,Marketing,Senior Manager,2022-08-10,2350.29
1140,24,Marketing,Supervisor,2017-05-08,2072.21
1141,24,Finance,Associate,2017-06-10,1977.35
1142,24,Operations,Senior Manager,2017-12-18,1405.58
1143,24,Operations,Specialist,2017-04-04,587.86
1144,24,Finance,Senior Manager,2017-08-09,1688.4
1145,24,Operations,Senior Manager,2015-11-11,3726.38
1146,24,Operations,Supervisor,2022-09-06,2237.7
1147,24,Sales,Associate,2021-08-25,937.04
1148,24,Support,Supervisor,2017-01-24,2279.59
1149,24,HR,Supervisor,2025-12-10,2037.6
1150,24,Finance,Senior Manager,2025-03-26,2343.53
1151,24,Support,Supervisor,2016-12-16,3465.58
1152,24,Operations,Senior Manager,2016-05-01,1795.46
1153,24,Marketing,Specialist,2022-06-03,1543.33
1154,24,HR,Specialist,2024-09-08,3067.3
1155,24,Marketing,Supervisor,2018-01-03,2253.68
1156,24,Support,Associate,2023-07-07,2093.06
1157,24,HR,Senior Manager,2023-01-22,1659.57
1158,24,Operations,Manager,2020-07-12,490.84
1159,24,Finance,Supervisor,2019-08-28,2329.46
1160,24,Operations,Manager,2021-08-10,998.7
1161,24,IT,Manager,2021-03-27,2417.05
1162,24,Sales,Specialist,2018-05-16,3761.08
1163,25,Finance,Associate,2024-07-03,472.17
1164,25,IT,Supervisor,2021-03-18,1998.1
1165,25,HR,Specialist,2018-03-27,1728.93
1166,25,HR,Manager,2015-05-27,2410.45
1167,25,Support,Senior Manager,2022-04-01,3100.59
1168,25,Operations,Supervisor,2019-11-27,2582.48
1169,25,Sales,Supervisor,2021-03-16,3487.76
1170,25,IT,Specialist,2015-02-25,1378.68
1171,25,Sales,Senior Manager,2020-10-16,2344.67
1172,25,Marketing,Supervisor,2025-11-16,3713.77
1173,25,Marketing,Associate,2020-09-24,2377.13
1174,25,Marketing,Supervisor,2017-10-02,939.56
1175,25,Support,Specialist,2020-03-02,1363.45
1176,25,Support,Supervisor,2015-05-10,2224.2
1177,25,Sales,Senior Manager,2018-11-06,3011.71
1178,25,HR,Specialist,2023-06-28,1509.3
1179,25,Marketing,Supervisor,2019-11-23,2755.96
1180,25,Sales,Senior Manager,2024-06-27,931.45
1181,25,Operations,Senior Manager,2019-06-25,2074.41
1182,25,Finance,Specialist,2016-04-05,2136.33
1183,25,Marketing,Specialist,2023-10-23,3235.24
1184,25,HR,Senior Manager,2023-12-25,3138.64
1185,25,Support,Manager,2016-02-27,889.63
1186,25,Sales,Manager,2020-05-23,1664.6
1187,25,Marketing,Manager,2024-09-25,3699.87
1188,25,Operations,Supervisor,2015-12-27,847.3
1189,25,Operations,Specialist,2018-05-05,1152.97
1190,25,Sales,Manager,2016-02-01,3045.22
1191,25,Marketing,Manager,2015-04-04,559.86
1192,25,IT,Senior Manager,2024-01-16,848.39
1193,25,Finance,Associate,2016-05-22,484.41
1194,25,Sales,Associate,2024-04-19,3468.94
1195,25,Operations,Supervisor,2015-02-05,3283.64
1196,25,Finance,Senior Manager,2020-06-06,3314.71
1197,25,Marketing,Senior Manager,2018-09-19,678.93
1198,25,Marketing,Senior Manager,2015-09-07,2847.97
1199,25,Finance,Specialist,2023-01-24,780.6
1200,25,Operations,Senior Manager,2022-06-23,2424.42
1201,25,Support,Associate,2017-06-13,1870.71
1202,25,HR,Specialist,2021-02-25,3748.45
1203,25,Sales,Manager,2016-09-05,2110.98
1204,25,Finance,Supervisor,2023-12-02,725.53
1205,25,Support,Associate,2021-05-15,2461.3
1206,25,Finance,Manager,2018-09-14,1423.47
1207,25,Marketing,Manager,2018-02-27,3138.16
1208,25,IT,Supervisor,2017-01-22,2097.02
1209,25,Sales,Manager,2022-09-22,2716.34
1210,25,Sales,Specialist,2021-07-23,2428.37
1211,25,Sales,Specialist,2016-06-07,1584.42
1212,25,HR,Manager,2016-04-27,1872.76
1213,25,Support,Supervisor,2024-10-09,2983.61
1214,25,Marketing,Manager,2020-08-22,2470.6
1215,25,Support,Manager,2023-05-05,3022.8
1216,26,Sales,Supervisor,2022-08-08,2555.04
1217,26,Operations,Associate,2016-12-02,3231.55
1218,26,Support,Associate,2017-07-20,2725.33
1219,26,Operations,Supervisor,2024-10-04,2996.57
1220,26,IT,Senior Manager,2022-08-07,1433.44
1221,26,Support,Manager,2023-05-18,1601.11
1222,26,Marketing,Senior Manager,2023-01-25,555.86
1223,26,Support,Associate,2021-08-11,3307.13
1224,26,Support,Manager,2015-01-06,2314.83
1225,26,Marketing,Supervisor,2017-08-14,900.54
1226,26,IT,Manager,2022-02-19,2711.33
1227,26,IT,Senior Manager,2025-09-19,2023.89
1228,26,HR,Specialist,2023-01-13,1332.36
1229,26,HR,Manager,2024-11-12,3017.68
1230,26,Finance,Supervisor,2015-01-19,601.15
1231,26,Marketing,Supervisor,2020-12-19,540.11
1232,26,IT,Supervisor,2021-02-14,1606.23
1233,26,Finance,Manager,2020-01-22,1268.17
1234,26,Operations,Supervisor,2024-02-23,669.43
1235,26,Finance,Associate,2020-03-01,2253.7
1236,26,Sales,Manager,2025-07-19,2174.45
1237,26,Support,Supervisor,2015-12-16,2419.76
1238,26,Finance,Manager,2024-07-11,2368.0
1239,26,Marketing,Manager,2016-12-22,1139.79
1240,26,Support,Senior Manager,2025-06-06,2509.67
1241,26,Finance,Manager,2018-08-21,3288.57
1242,27,Marketing,Senior Manager,2018-05-09,609.23
1243,27,HR,Manager,2018-10-24,3659.1
1244,27,IT,Senior Manager,2016-10-11,1365.77
1245,27,HR,Senior Manager,2022-07-07,1613.51
1246,27,Sales,Supervisor,2023-05-14,2672.58
1247,27,Finance,Specialist,2021-07-09,2543.63
1248,27,Support,Senior Manager,2017-01-21,2806.16
1249,27,Marketing,Specialist,2024-08-07,2663.7
1250,27,Marketing,Manager,2019-11-18,3159.93
1251,27,Marketing,Manager,2024-12-21,650.6
1252,27,Operations,Supervisor,2022-03-08,954.08
1253,27,IT,Supervisor,2021-07-11,3331.62
1254,27,Sales,Specialist,2021-05-27,1411.6
1255,27,Operations,Supervisor,2025-10-08,1809.65
1256,27,Sales,Specialist,2018-01-08,3120.1
1257,27,Finance,Manager,2022-09-14,1863.76
1258,27,Sales,Specialist,2017-05-05,547.63
1259,27,Marketing,Supervisor,2025-09-06,2608.38
1260,27,Sales,Manager,2015-01-28,3453.29
1261,27,Finance,Senior Manager,2019-02-14,3454.19
1262,27,IT,Associate,2021-12-27,920.88
1263,27,Sales,Senior Manager,2023-02-17,2675.13
1264,27,HR,Senior Manager,2019-08-03,1247.56
1265,27,Sales,Supervisor,2020-10-24,1756.33
1266,28,Support,Specialist,2017-02-06,1167.26
1267,28,Finance,Manager,2021-05-28,2424.76
1268,28,Support,Senior Manager,2020-12-04,1510.24
1269,28,Support,Manager,2025-04-09,3396.1
1270,28,Operations,Supervisor,2022-12-12,3201.57
1271,28,Sales,Senior Manager,2015-12-22,3126.45
1272,28,Sales,Specialist,2019-09-13,1486.05
1273,28,IT,Supervisor,2025-02-18,3354.29
1274,28,Marketing,Manager,2021-01-13,3557.15
1275,28,Finance,Supervisor,2016-04-10,1154.79
1276,28,Operations,Manager,2025-06-26,3018.58
1277,28,Support,Associate,2019-02-27,3061.18
1278,28,Support,Manager,2021-06-23,1864.93
1279,28,Marketing,Associate,2017-12-09,2146.22
1280,28,Finance,Manager,2024-12-27,2284.89
1281,28,Finance,Manager,2015-01-21,2599.33
1282,28,IT,Manager,2025-03-01,1792.22
1283,28,IT,Supervisor,2020-10-03,821.27
1284,28,Operations,Senior Manager,2025-03-28,2439.95
1285,28,Support,Supervisor,2022-08-28,2912.83
1286,28,Finance,Specialist,2025-10-27,1547.39
1287,28,Finance,Specialist,2016-07-12,1059.33
1288,28,Support,Senior Manager,2018-01-01,3542.43
1289,28,IT,Senior Manager,2025-04-03,3713.33
1290,28,Operations,Supervisor,2017-01-13,2520.31
1291,28,HR,Supervisor,2017-02-12,1019.91
1292,28,HR,Associate,2015-12-17,1907.78
1293,28,Support,Manager,2016-04-23,1130.54
1294,28,Marketing,Supervisor,2019-12-16,1729.95
1295,28,Support,Specialist,2024-04-27,1397.94
1296,28,IT,Specialist,2021-03-14,3104.75
1297,28,Sales,Supervisor,2019-04-20,1960.77
1298,28,Operations,Supervisor,2024-11-21,1984.85
1299,28,Sales,Manager,2017-06-23,1781.81
1300,28,Operations,Manager,2021-12-20,1308.36
1301,29,HR,Associate,2015-06-08,2027.62
1302,29,Finance,Senior Manager,2025-10-23,2956.61
1303,29,Sales,Associate,2019-09-20,1726.14
1304,29,Support,Supervisor,2017-09-02,2394.63
1305,29,Finance,Specialist,2023-08-11,3390.95
1306,29,Operations,Associate,2020-12-17,1900.31
1307,29,Finance,Associate,2020-01-05,2122.36
1308,29,Marketing,Supervisor,2020-07-10,3474.36
1309,29,Finance,Senior Manager,2019-09-11,1909.85
1310,29,Operations,Supervisor,2022-03-18,3307.66
1311,29,IT,Manager,2015-04-05,632.8
1312,29,Operations,Associate,2022-05-06,2814.98
1313,29,Support,Associate,2022-01-15,1644.34
1314,29,IT,Senior Manager,2022-08-16,826.84
1315,29,IT,Specialist,2016-06-03,1132.51
1316,29,Finance,Specialist,2017-12-17,3205.62
1317,29,HR,Senior Manager,2018-10-01,2212.15
1318,29,HR,Specialist,2021-02-08,3023.65
1319,29,IT,Associate,2020-01-10,2732.4
1320,29,IT,Associate,2021-06-19,3562.65
1321,29,Sales,Supervisor,2017-01-03,1991.78
1322,29,IT,Manager,2022-11-09,2440.58
1323,29,Sales,Supervisor,2015-11-20,3635.5
1324,29,Finance,Senior Manager,2017-04-28,613.09
1325,29,IT,Supervisor,2020-01-24,686.93
1326,29,HR,Manager,2016-07-09,1046.34
1327,30,Sales,Associate,2018-03-13,3061.3
1328,30,Finance,Specialist,2016-05-16,3133.69
1329,30,IT,Supervisor,2025-10-05,1652.8
1330,30,Sales,Supervisor,2023-04-16,1942.23
1331,30,Support,Manager,2019-10-20,1867.29
1332,30,Marketing,Manager,2020-10-06,1904.25
1333,30,Support,Associate,2015-09-11,3710.46
1334,30,IT,Specialist,2025-11-23,969.48
1335,30,Support,Senior Manager,2025-11-17,731.3
1336,30,Support,Manager,2016-08-10,947.83
1337,30,Operations,Supervisor,2018-09-14,1439.86
1338,30,Sales,Senior Manager,2016-01-17,810.57
1339,30,Support,Manager,2016-08-22,2863.04
1340,30,Marketing,Supervisor,2020-05-19,723.93
1341,30,HR,Associate,2016-12-22,2000.64
1342,30,Marketing,Specialist,2021-01-03,1844.44
1343,30,IT,Supervisor,2020-10-24,1974.24
1344,30,IT,Manager,2024-05-11,3688.51
1345,30,Marketing,Specialist,2018-03-03,2952.55
1346,30,HR,Supervisor,2025-02-14,2240.16
1347,30,Sales,Manager,2016-01-06,2646.93
1348,30,Support,Manager,2025-12-20,2881.8
1349,30,Finance,Senior Manager,2024-06-23,2707.24
1350,30,IT,Manager,2019-02-05,902.63
1351,30,Operations,Associate,2015-12-07,3327.69
1352,30,Operations,Manager,2025-03-21,1259.96
1353,30,Marketing,Senior Manager,2018-02-10,3028.57
1354,30,Operations,Manager,2021-01-04,1006.45
1355,30,Operations,Manager,2022-08-01,3330.32
1356,30,HR,Specialist,2018-05-19,3228.66
1357,30,Support,Associate,2020-01-04,2561.87
1358,30,IT,Manager,2021-08-24,2388.52
1359,30,IT,Senior Manager,2019-01-16,1788.93
1360,30,HR,Senior Manager,2024-11-27,3356.57
1361,30,Operations,Associate,2023-01-14,2380.95
1362,30,HR,Associate,2019-11-14,3428.62
1363,30,Sales,Manager,2024-11-12,1951.89
1364,30,Support,Associate,2017-05-24,1093.87
1365,30,Finance,Manager,2018-09-08,2418.66
1366,30,IT,Supervisor,2024-12-22,2019.37
1367,30,Finance,Manager,2021-11-21,2910.86
1368,30,Marketing,Manager,2017-10-07,1396.23
1369,30,IT,Associate,2025-08-05,1030.53
1370,30,Operations,Senior Manager,2022-02-26,1843.55
1371,30,Support,Supervisor,2018-04-18,607.62
1372,31,Finance,Supervisor,2020-11-06,1035.29
1373,31,Marketing,Senior Manager,2015-02-11,1892.58
1374,31,HR,Specialist,2016-09-08,2079.32
1375,31,Finance,Supervisor,2015-09-09,3452.66
1376,31,Marketing,Senior Manager,2024-11-04,2816.46
1377,31,Support,Manager,2016-02-26,2495.42
1378,31,Marketing,Associate,2023-01-17,803.13
1379,31,IT,Associate,2018-06-06,2889.97
1380,31,IT,Manager,2023-08-24,3366.15
1381,31,Operations,Supervisor,2020-03-04,3292.79
1382,31,Support,Manager,2015-04-27,3160.64
1383,31,Finance,Supervisor,2023-03-03,1341.15
1384,31,IT,Manager,2020-11-22,1272.26
1385,31,Marketing,Senior Manager,2021-04-05,3135.93
1386,31,Support,Manager,2022-09-26,2735.37
1387,31,Sales,Manager,2017-01-23,3150.93
1388,31,Sales,Associate,2020-06-13,3739.52
1389,31,Operations,Manager,2015-07-25,574.26
1390,31,IT,Specialist,2024-01-21,3733.16
1391,31,Marketing,Senior Manager,2019-07-13,3417.37
1392,31,IT,Senior Manager,2019-12-24,1500.88
1393,32,Sales,Supervisor,2023-10-05,2795.99
1394,32,Support,Specialist,2023-10-26,2520.93
1395,32,Support,Supervisor,2025-07-25,1110.94
1396,32,Finance,Associate,2015-09-11,1756.48
1397,32,IT,Specialist,2023-09-10,1166.01
1398,32,HR,Senior Manager,2019-09-11,2986.11
1399,32,Operations,Associate,2015-09-19,1316.61
1400,32,Marketing,Supervisor,2021-09-04,2902.15
1401,32,Marketing,Supervisor,2019-11-17,1637.49
1402,32,Sales,Associate,2022-05-19,2918.48
1403,32,Support,Supervisor,2018-12-19,2344.75
1404,32,IT,Senior Manager,2024-04-12,1452.33
1405,32,IT,Senior Manager,2025-03-23,1715.18
1406,32,IT,Specialist,2016-06-17,2400.94
1407,32,Marketing,Supervisor,2022-02-05,2834.0
1408,32,Marketing,Manager,2016-02-02,1873.37
1409,32,Operations,Manager,2018-08-03,1687.14
1410,32,HR,Manager,2024-09-17,3059.06
1411,32,Marketing,Supervisor,2024-08-21,1868.46
1412,32,Support,Manager,2021-03-05,2144.38
1413,32,Support,Manager,2017-12-17,3341.96
1414,32,Sales,Specialist,2022-08-02,2950.76
1415,32,HR,Supervisor,2016-10-28,1818.88
1416,32,Sales,Supervisor,2024-05-02,2201.3
1417,32,Sales,Supervisor,2019-06-10,1434.84
1418,32,Sales,Specialist,2017-10-14,612.98
1419,32,Finance,Supervisor,2018-03-27,2927.86
1420,32,Sales,Associate,2023-06-03,3365.93
1421,32,Support,Manager,2024-05-19,1965.45
1422,32,Finance,Manager,2022-12-27,2479.13
1423,32,Marketing,Specialist,2023-11-15,3001.62
1424,32,IT,Manager,2017-12-11,749.21
1425,32,HR,Senior Manager,2021-07-08,3465.82
1426,32,Finance,Senior Manager,2015-11-15,2915.31
1427,32,IT,Associate,2017-12-01,2366.18
1428,32,Marketing,Supervisor,2023-11-04,2607.11
1429,32,Sales,Specialist,2024-09-19,2988.01
1430,32,HR,Senior Manager,2018-08-17,3454.5
1431,32,Sales,Senior Manager,2017-01-09,3085.64
1432,32,Operations,Senior Manager,2022-02-26,2237.37
1433,32,Finance,Manager,2024-01-16,3337.61
1434,32,Sales,Supervisor,2021-03-14,530.59
1435,33,Finance,Manager,2019-02-04,3732.28
1436,33,HR,Specialist,2019-03-06,1306.11
1437,33,Sales,Specialist,2019-07-22,1016.79
1438,33,HR,Supervisor,2017-01-23,645.98
1439,33,Support,Associate,2020-03-14,3441.59
1440,33,Finance,Manager,2016-01-07,1252.74
1441,33,HR,Senior Manager,2018-08-17,2970.51
1442,33,Support,Associate,2019-01-11,2007.16
1443,33,Support,Associate,2022-01-14,2572.36
1444,33,Sales,Supervisor,2023-10-22,790.06
1445,33,Marketing,Senior Manager,2025-03-10,2353.62
1446,33,Support,Associate,2025-09-07,3072.65
1447,33,Operations,Supervisor,2023-03-26,1271.29
1448,33,Support,Senior Manager,2022-01-01,3172.36
1449,33,Marketing,Senior Manager,2019-11-06,451.82
1450,33,Support,Supervisor,2024-05-27,2727.99
1451,33,Finance,Specialist,2024-09-10,602.37
1452,33,IT,Senior Manager,2024-02-10,750.55
1453,33,IT,Associate,2017-12-18,3796.05
1454,33,Support,Specialist,2024-09-26,1516.32
1455,33,IT,Supervisor,2025-05-25,2820.98
1456,33,Finance,Specialist,2025-06-11,1155.59
1457,33,HR,Supervisor,2015-12-05,2615.59
1458,33,Sales,Senior Manager,2022-01-01,2703.57
1459,33,Support,Senior Manager,2022-07-18,721.85
1460,33,IT,Associate,2023-01-27,3183.79
1461,33,Support,Associate,2020-07-27,2464.39
1462,33,Support,Specialist,2015-02-15,1691.11
1463,33,Operations,Manager,2015-04-24,516.27
1464,33,Finance,Supervisor,2018-02-27,2505.03
1465,33,Finance,Specialist,2018-08-12,573.27
1466,33,Support,Senior Manager,2018-01-07,3747.28
1467,33,IT,Manager,2016-05-19,2126.09
1468,33,Operations,Senior Manager,2018-11-24,2345.12
1469,33,IT,Senior Manager,2024-03-03,2420.35
1470,33,IT,Associate,2017-05-19,3315.85
1471,33,HR,Supervisor,2018-11-01,3773.04
1472,33,IT,Senior Manager,2024-05-22,2326.39
1473,33,Support,Associate,2021-11-22,3609.3
1474,33,Sales,Supervisor,2021-07-09,857.75
1475,33,HR,Manager,2022-06-17,2992.72
1476,33,IT,Specialist,2015-05-14,2233.57
1477,33,Finance,Associate,2021-04-11,724.06
1478,33,HR,Associate,2018-12-14,3658.55
1479,33,Operations,Specialist,2017-06-10,660.53
1480,33,IT,Associate,2015-08-14,3157.0
1481,33,HR,Supervisor,2019-04-04,2036.48
1482,33,Finance,Associate,2020-09-26,1243.09
1483,33,Sales,Senior Manager,2024-08-25,770.5
1484,33,Support,Senior Manager,2016-02-02,3520.99
1485,33,Support,Supervisor,2016-03-02,3529.04
1486,33,Support,Associate,2019-10-21,1896.66
1487,33,Sales,Associate,2023-01-10,3297.26
1488,34,Sales,Senior Manager,2021-04-28,2458.58
1489,34,IT,Senior Manager,2015-08-13,2005.1
1490,34,Support,Senior Manager,2024-02-11,2630.59
1491,34,IT,Associate,2022-09-11,2419.17
1492,34,Sales,Associate,2015-10-23,676.27
1493,34,Marketing,Specialist,2024-03-21,2154.81
1494,34,Finance,Manager,2022-12-20,1939.49
1495,34,Operations,Specialist,2015-01-05,1494.08
1496,34,Support,Senior Manager,2025-06-10,2405.28
1497,34,HR,Specialist,2017-08-10,2471.15
1498,34,Finance,Supervisor,2015-09-19,2653.22
1499,34,Operations,Associate,2018-09-27,3247.84
1500,34,Marketing,Associate,2021-06-07,3721.31
1501,34,IT,Specialist,2016-06-07,2687.33
1502,34,IT,Manager,2024-12-11,3304.23
1503,34,HR,Supervisor,2024-05-14,1550.87
1504,34,Sales,Manager,2015-08-08,3531.84
1505,34,IT,Specialist,2018-08-20,1164.01
1506,34,Support,Supervisor,2021-04-13,1067.22
1507,34,Sales,Supervisor,2015-02-12,550.56
1508,34,Sales,Specialist,2019-08-07,2564.97
1509,34,Marketing,Supervisor,2015-01-07,1112.71
1510,34,Operations,Specialist,2019-12-06,1588.39
1511,34,HR,Specialist,2017-04-01,1039.86
1512,34,Finance,Associate,2015-11-05,1719.39
1513,34,Marketing,Associate,2020-04-10,1978.28
1514,34,Finance,Supervisor,2025-03-17,3723.29
1515,34,HR,Manager,2016-02-05,3407.12
1516,34,Operations,Specialist,2018-09-13,2776.09
1517,34,Finance,Senior Manager,2021-11-08,3535.4
1518,34,Marketing,Senior Manager,2024-04-28,2243.82
1519,34,Marketing,Specialist,2020-04-02,2558.69
1520,34,Finance,Specialist,2023-10-16,1150.95
1521,34,Sales,Manager,2025-10-03,1010.9
1522,34,Support,Senior Manager,2020-08-17,2005.3
1523,34,Finance,Supervisor,2023-12-16,2847.43
1524,34,Support,Manager,2019-10-13,2587.65
1525,34,Marketing,Senior Manager,2025-01-07,1185.41
1526,34,Operations,Manager,2018-07-07,1475.1
1527,34,Support,Senior Manager,2017-06-09,2294.35
1528,34,Operations,Associate,2019-08-17,1627.78
1529,34,HR,Associate,2022-09-20,1576.85
1530,34,Support,Manager,2021-07-12,3145.09
1531,34,Finance,Supervisor,2021-01-06,1929.66
1532,34,Finance,Associate,2020-02-10,3272.72
1533,35,HR,Associate,2019-04-04,847.27
1534,35,Finance,Associate,2023-04-11,1108.77
1535,35,Finance,Supervisor,2019-12-27,3024.42
1536,35,Marketing,Supervisor,2018-12-20,3793.29
1537,35,Marketing,Senior Manager,2019-01-25,1453.24
1538,35,Marketing,Supervisor,2021-07-27,2392.85
1539,35,IT,Associate,2022-11-17,3764.07
1540,35,Operations,Manager,2018-04-24,2959.61
1541,35,Support,Specialist,2023-10-26,2301.26
1542,35,Support,Manager,2020-02-11,3283.44
1543,35,Support,Manager,2018-08-15,3307.36
1544,35,Sales,Supervisor,2017-10-28,879.96
1545,35,IT,Associate,2022-11-27,1638.12
1546,35,Operations,Manager,2021-11-25,1801.29
1547,35,Marketing,Senior Manager,2019-06-19,527.85
1548,35,Marketing,Associate,2017-03-11,2353.44
1549,35,Marketing,Senior Manager,2024-10-28,1759.47
1550,35,Support,Specialist,2021-02-18,1744.55
1551,35,Support,Associate,2020-10-15,2590.66
1552,35,Finance,Associate,2017-02-22,2302.24
1553,35,Sales,Senior Manager,2022-01-06,1116.65
1554,35,Support,Supervisor,2018-04-10,2659.56
1555,35,Sales,Manager,2015-06-17,487.01
1556,35,Finance,Manager,2021-03-04,882.61
1557,35,Support,Manager,2016-07-28,1141.71
1558,35,Marketing,Specialist,2019-07-27,2827.4
1559,35,Support,Specialist,2024-10-10,2418.1
1560,35,HR,Manager,2019-04-01,3770.14
1561,35,Support,Associate,2021-10-26,1276.91
1562,35,Finance,Senior Manager,2022-08-15,2380.04
1563,35,IT,Associate,2019-11-15,1611.72
1564,35,Marketing,Supervisor,2021-10-27,3163.45
1565,35,Operations,Manager,2018-03-20,2906.37
1566,35,Support,Manager,2025-03-23,2354.86
1567,35,Support,Associate,2018-03-09,3406.56
1568,35,HR,Supervisor,2025-02-23,2883.9
1569,35,Operations,Manager,2021-09-04,3784.31
1570,35,Sales,Associate,2023-06-14,1960.64
1571,35,Finance,Specialist,2023-01-15,539.5
1572,35,IT,Manager,2021-06-24,1787.8
1573,35,Operations,Manager,2015-01-09,834.19
1574,35,Operations,Supervisor,2025-12-15,2073.94
1575,35,Sales,Associate,2023-11-08,2840.5
1576,35,Support,Specialist,2022-05-27,990.58
1577,35,Marketing,Associate,2024-02-06,1435.38
1578,35,HR,Manager,2017-02-22,3008.02
1579,35,IT,Supervisor,2017-08-12,1046.1
1580,35,IT,Associate,2025-09-07,1930.89
1581,35,Sales,Senior Manager,2025-11-23,2661.14
1582,35,Sales,Manager,2019-08-02,2453.99
1583,35,Sales,Manager,2018-04-12,3494.33
1584,35,Operations,Associate,2015-07-01,3764.12
1585,36,Marketing,Specialist,2025-11-03,1188.9
1586,36,Sales,Specialist,2017-01-14,2166.88
1587,36,Marketing,Supervisor,2020-09-21,1084.98
1588,36,Operations,Senior Manager,2021-07-04,1228.57
1589,36,Sales,Supervisor,2020-03-01,1797.17
1590,36,Finance,Associate,2021-04-15,1187.32
1591,36,IT,Supervisor,2025-10-12,597.2
1592,36,Operations,Manager,2019-10-16,3743.39
1593,36,Sales,Senior Manager,2024-03-09,3662.77
1594,36,HR,Supervisor,2025-12-13,2720.97
1595,36,Marketing,Specialist,2020-03-21,3001.75
1596,36,IT,Supervisor,2025-08-03,1572.6
1597,36,HR,Senior Manager,2022-07-17,2595.98
1598,36,Operations,Senior Manager,2024-12-01,1229.23
1599,36,HR,Associate,2019-04-24,1885.47
1600,36,Operations,Senior Manager,2016-01-05,1704.65
1601,36,Finance,Specialist,2017-07-07,2600.83
1602,36,Operations,Senior Manager,2022-12-11,899.79
1603,36,Finance,Associate,2023-07-21,3172.58
1604,36,Marketing,Associate,2018-12-11,1598.14
1605,36,Operations,Senior Manager,2015-11-08,3134.86
1606,36,IT,Specialist,2024-07-17,1527.48
1607,36,Support,Associate,2016-08-03,3644.76
1608,36,Sales,Specialist,2018-03-03,1031.81
1609,36,HR,Specialist,2018-09-03,1877.9
1610,36,Support,Supervisor,2017-12-07,1270.5
1611,36,Operations,Senior Manager,2018-05-10,2381.01
1612,36,IT,Specialist,2019-08-03,3635.89
1613,36,Finance,Manager,2021-03-16,1928.61
1614,36,HR,Senior Manager,2021-03-27,3645.09
1615,36,Support,Associate,2021-07-28,728.83
1616,36,Finance,Senior Manager,2023-03-18,2884.27
1617,36,Finance,Manager,2022-05-15,1398.81
1618,36,HR,Senior Manager,2022-02-11,907.8
1619,36,Support,Specialist,2017-04-01,492.99
1620,36,HR,Supervisor,2022-07-14,3599.95
1621,36,IT,Supervisor,2021-08-10,2597.51
1622,36,HR,Associate,2021-01-04,1739.17
1623,36,HR,Specialist,2018-07-09,3033.76
1624,36,Marketing,Supervisor,2023-12-16,2577.18
1625,36,Finance,Associate,2025-07-14,2914.48
1626,37,Support,Associate,2020-11-23,2716.03
1627,37,IT,Specialist,2019-10-15,3613.29
1628,37,Operations,Supervisor,2018-10-19,3638.46
1629,37,Marketing,Specialist,2015-02-25,759.22
1630,37,IT,Manager,2021-12-19,3713.39
1631,37,Sales,Senior Manager,2018-07-06,3229.66
1632,37,Finance,Supervisor,2023-09-22,3420.28
1633,37,HR,Supervisor,2021-12-28,747.73
1634,37,IT,Senior Manager,2020-03-09,2958.25
1635,37,IT,Manager,2019-01-06,3184.9
1636,37,Sales,Associate,2016-12-14,2208.62
1637,37,IT,Supervisor,2021-03-06,1705.08
1638,37,IT,Specialist,2018-08-06,2133.76
1639,37,Sales,Manager,2024-04-06,1123.15
1640,37,IT,Specialist,2018-05-28,1819.45
1641,37,IT,Senior Manager,2016-11-06,717.36
1642,37,Sales,Manager,2016-05-03,1596.21
1643,37,HR,Specialist,2022-08-22,2997.79
1644,37,Sales,Associate,2019-01-22,2401.19
1645,37,Sales,Associate,2018-09-26,474.33
1646,37,HR,Senior Manager,2019-08-16,2985.65
1647,37,HR,Manager,2020-06-22,3432.01
1648,37,Finance,Specialist,2020-11-13,1717.76
1649,37,Sales,Supervisor,2020-02-01,1980.68
1650,37,IT,Manager,2017-01-20,861.7
1651,37,HR,Supervisor,2018-06-15,2521.48
1652,37,IT,Manager,2023-07-22,1079.58
1653,37,IT,Supervisor,2015-11-12,3376.01
1654,37,Marketing,Supervisor,2025-08-08,2482.66
1655,37,Support,Senior Manager,2016-06-14,3595.93
1656,37,Support,Associate,2021-05-20,1103.51
1657,37,Operations,Senior Manager,2024-12-17,556.35
1658,37,Support,Associate,2019-11-18,3757.19
1659,37,Support,Specialist,2022-02-16,2669.85
1660,37,Operations,Specialist,2018-03-25,3613.1
1661,38,Sales,Associate,2021-12-01,986.79
1662,38,Finance,Manager,2019-04-24,1313.06
1663,38,Support,Associate,2025-03-18,2572.39
1664,38,Support,Associate,2020-04-19,3017.23
